Date,CNYUSD,Date,JPYUSD,Date,EURUSD,Date,GBPUSD
9/9/2014,0.162941,9/9/2014,0.0094159,9/9/2014,1.29375,9/9/2014,1.61058
10/9/2014,0.163148,10/9/2014,0.0093588,10/9/2014,1.29171,10/9/2014,1.62106
11/9/2014,0.163116,11/9/2014,0.0093368,11/9/2014,1.29245,11/9/2014,1.62549
12/9/2014,0.163095,12/9/2014,0.0093151,12/9/2014,1.29633,12/9/2014,1.62675
15/9/2014,0.162816,15/9/2014,0.0093295,15/9/2014,1.29402,15/9/2014,1.62327
16/9/2014,0.162721,16/9/2014,0.0093342,16/9/2014,1.29598,16/9/2014,1.62771
17/9/2014,0.162848,17/9/2014,0.0092278,17/9/2014,1.28651,17/9/2014,1.62755
18/9/2014,0.16279,18/9/2014,0.0092008,18/9/2014,1.29229,18/9/2014,1.63955
19/9/2014,0.162824,19/9/2014,0.0091697,19/9/2014,1.2829,19/9/2014,1.62878
22/9/2014,0.162859,22/9/2014,0.0091887,22/9/2014,1.28492,22/9/2014,1.63613
23/9/2014,0.162851,23/9/2014,0.0091848,23/9/2014,1.28466,23/9/2014,1.63885
24/9/2014,0.162983,24/9/2014,0.0091707,24/9/2014,1.27802,24/9/2014,1.63397
25/9/2014,0.162975,25/9/2014,0.0091949,25/9/2014,1.27507,25/9/2014,1.63175
26/9/2014,0.163204,26/9/2014,0.0091503,26/9/2014,1.2684,26/9/2014,1.62497
29/9/2014,0.162607,29/9/2014,0.0091331,29/9/2014,1.26853,29/9/2014,1.62414
30/9/2014,0.162896,30/9/2014,0.0091196,30/9/2014,1.26308,30/9/2014,1.62129
1/10/2014,0.16297,1/10/2014,0.009184,1/10/2014,1.26225,1/10/2014,1.61855
2/10/2014,0.162943,2/10/2014,0.0092235,2/10/2014,1.26687,2/10/2014,1.61446
3/10/2014,0.162967,3/10/2014,0.0091089,3/10/2014,1.25157,3/10/2014,1.59732
6/10/2014,0.162909,6/10/2014,0.0091926,6/10/2014,1.26551,6/10/2014,1.6084
7/10/2014,0.162991,7/10/2014,0.009257,7/10/2014,1.2669,7/10/2014,1.60958
8/10/2014,0.162821,8/10/2014,0.0092525,8/10/2014,1.27336,8/10/2014,1.61687
9/10/2014,0.163119,9/10/2014,0.0092732,9/10/2014,1.26907,9/10/2014,1.61171
10/10/2014,0.163135,10/10/2014,0.0092895,10/10/2014,1.26283,10/10/2014,1.60763
13/10/2014,0.163281,13/10/2014,0.0093602,13/10/2014,1.2752,13/10/2014,1.60845
14/10/2014,0.163231,14/10/2014,0.0093408,14/10/2014,1.26582,14/10/2014,1.5904
15/10/2014,0.163289,15/10/2014,0.0094411,15/10/2014,1.2838,15/10/2014,1.60205
16/10/2014,0.163319,16/10/2014,0.0094051,16/10/2014,1.2809,16/10/2014,1.60875
17/10/2014,0.163276,17/10/2014,0.0093549,17/10/2014,1.27608,17/10/2014,1.60931
20/10/2014,0.163287,20/10/2014,0.0093508,20/10/2014,1.28004,20/10/2014,1.6165
21/10/2014,0.163353,21/10/2014,0.0093456,21/10/2014,1.2716,21/10/2014,1.61128
22/10/2014,0.163503,22/10/2014,0.009333,22/10/2014,1.26488,22/10/2014,1.60503
23/10/2014,0.163407,23/10/2014,0.009237,23/10/2014,1.26465,23/10/2014,1.60301
24/10/2014,0.163447,24/10/2014,0.0092458,24/10/2014,1.26705,24/10/2014,1.609
27/10/2014,0.163463,27/10/2014,0.0092764,27/10/2014,1.26985,27/10/2014,1.61202
28/10/2014,0.163548,28/10/2014,0.0092465,28/10/2014,1.27345,28/10/2014,1.61305
29/10/2014,0.163543,29/10/2014,0.0091825,29/10/2014,1.26321,29/10/2014,1.60117
30/10/2014,0.163551,30/10/2014,0.0091571,30/10/2014,1.26132,30/10/2014,1.60016
31/10/2014,0.163586,31/10/2014,0.0089007,31/10/2014,1.25245,31/10/2014,1.59953
3/11/2014,0.163332,3/11/2014,0.0087681,3/11/2014,1.24819,3/11/2014,1.5972
4/11/2014,0.163526,4/11/2014,0.0088016,4/11/2014,1.25463,4/11/2014,1.60028
5/11/2014,0.16357,5/11/2014,0.0087213,5/11/2014,1.24859,5/11/2014,1.5976
6/11/2014,0.163709,6/11/2014,0.0086806,6/11/2014,1.23752,6/11/2014,1.58318
7/11/2014,0.163313,7/11/2014,0.0087241,7/11/2014,1.24548,7/11/2014,1.58687
10/11/2014,0.163399,10/11/2014,0.008706,10/11/2014,1.24207,10/11/2014,1.58421
11/11/2014,0.163225,11/11/2014,0.0086347,11/11/2014,1.24753,11/11/2014,1.59187
12/11/2014,0.163255,12/11/2014,0.0086602,12/11/2014,1.24379,12/11/2014,1.57793
13/11/2014,0.163276,13/11/2014,0.0086391,13/11/2014,1.24769,13/11/2014,1.57115
14/11/2014,0.163119,14/11/2014,0.0085981,14/11/2014,1.25251,14/11/2014,1.56691
17/11/2014,0.163249,17/11/2014,0.0085767,17/11/2014,1.24498,17/11/2014,1.56413
18/11/2014,0.163377,18/11/2014,0.0085582,18/11/2014,1.25364,18/11/2014,1.56329
19/11/2014,0.16349,19/11/2014,0.0084763,19/11/2014,1.2554,19/11/2014,1.56821
20/11/2014,0.1633,20/11/2014,0.0084583,20/11/2014,1.2539,20/11/2014,1.5692
21/11/2014,0.163303,21/11/2014,0.0084882,21/11/2014,1.23913,21/11/2014,1.56564
24/11/2014,0.162819,24/11/2014,0.0084549,24/11/2014,1.24424,24/11/2014,1.5706
25/11/2014,0.162959,25/11/2014,0.0084769,25/11/2014,1.24745,25/11/2014,1.5708
26/11/2014,0.162856,26/11/2014,0.0084934,26/11/2014,1.25061,26/11/2014,1.5792
27/11/2014,0.162893,27/11/2014,0.0084945,27/11/2014,1.24673,27/11/2014,1.57356
28/11/2014,0.162827,28/11/2014,0.0084302,28/11/2014,1.2452,28/11/2014,1.5645
1/12/2014,0.162554,1/12/2014,0.0084467,1/12/2014,1.24701,1/12/2014,1.57298
2/12/2014,0.162647,2/12/2014,0.0083873,2/12/2014,1.23832,2/12/2014,1.56371
3/12/2014,0.162612,3/12/2014,0.0083479,3/12/2014,1.2311,3/12/2014,1.56858
4/12/2014,0.162554,4/12/2014,0.0083484,4/12/2014,1.23788,4/12/2014,1.56733
5/12/2014,0.162594,5/12/2014,0.0082327,5/12/2014,1.22835,5/12/2014,1.558
8/12/2014,0.161993,8/12/2014,0.0082858,8/12/2014,1.2317,8/12/2014,1.56528
9/12/2014,0.161637,9/12/2014,0.0083543,9/12/2014,1.2374,9/12/2014,1.56675
10/12/2014,0.16193,10/12/2014,0.0084868,10/12/2014,1.24481,10/12/2014,1.57155
11/12/2014,0.161603,11/12/2014,0.0084279,11/12/2014,1.2411,11/12/2014,1.57323
12/12/2014,0.161676,12/12/2014,0.0084167,12/12/2014,1.2462,12/12/2014,1.57157
15/12/2014,0.161564,15/12/2014,0.0084848,15/12/2014,1.24372,15/12/2014,1.5638
16/12/2014,0.161564,16/12/2014,0.0085906,16/12/2014,1.2511,16/12/2014,1.57501
17/12/2014,0.161415,17/12/2014,0.0084278,17/12/2014,1.23419,17/12/2014,1.55751
18/12/2014,0.160886,18/12/2014,0.0084144,18/12/2014,1.22864,18/12/2014,1.56702
19/12/2014,0.160725,19/12/2014,0.0083699,19/12/2014,1.22285,19/12/2014,1.56258
22/12/2014,0.160738,22/12/2014,0.0083304,22/12/2014,1.22298,22/12/2014,1.55901
23/12/2014,0.160653,23/12/2014,0.0082858,23/12/2014,1.21724,23/12/2014,1.55217
24/12/2014,0.160821,24/12/2014,0.008301,24/12/2014,1.21964,24/12/2014,1.55584
25/12/2014,0.16114,25/12/2014,0.0083268,25/12/2014,1.22252,25/12/2014,1.55594
26/12/2014,0.160576,26/12/2014,0.0083076,26/12/2014,1.2183,26/12/2014,1.5558
29/12/2014,0.160759,29/12/2014,0.0082896,29/12/2014,1.21522,29/12/2014,1.5517
30/12/2014,0.161238,30/12/2014,0.00837,30/12/2014,1.21564,30/12/2014,1.55622
31/12/2014,0.161132,31/12/2014,0.0083552,31/12/2014,1.20985,31/12/2014,1.5577
1/1/2015,0.161088,1/1/2015,0.0083494,1/1/2015,1.2104,1/1/2015,1.55856
2/1/2015,0.161121,2/1/2015,0.0083004,2/1/2015,1.20025,2/1/2015,1.53276
5/1/2015,0.16072,5/1/2015,0.0083588,5/1/2015,1.1933,5/1/2015,1.52498
6/1/2015,0.160878,6/1/2015,0.0084476,6/1/2015,1.18895,6/1/2015,1.51514
7/1/2015,0.160987,7/1/2015,0.008386,7/1/2015,1.18394,7/1/2015,1.51104
8/1/2015,0.160994,8/1/2015,0.0083573,8/1/2015,1.17928,8/1/2015,1.50898
9/1/2015,0.161007,9/1/2015,0.0084358,9/1/2015,1.18415,9/1/2015,1.51604
12/1/2015,0.161176,12/1/2015,0.0084488,12/1/2015,1.18339,12/1/2015,1.51714
13/1/2015,0.161423,13/1/2015,0.0084797,13/1/2015,1.17727,13/1/2015,1.51601
14/1/2015,0.161418,14/1/2015,0.0085223,14/1/2015,1.17894,14/1/2015,1.52341
15/1/2015,0.161674,15/1/2015,0.008606,15/1/2015,1.16325,15/1/2015,1.5183
16/1/2015,0.161142,16/1/2015,0.0085025,16/1/2015,1.15675,16/1/2015,1.515
19/1/2015,0.160755,19/1/2015,0.0085064,19/1/2015,1.1606,19/1/2015,1.51125
20/1/2015,0.160854,20/1/2015,0.0084183,20/1/2015,1.15503,20/1/2015,1.51448
21/1/2015,0.161077,21/1/2015,0.0084776,21/1/2015,1.16105,21/1/2015,1.51424
22/1/2015,0.161176,22/1/2015,0.0084404,22/1/2015,1.13657,22/1/2015,1.50104
23/1/2015,0.16047,23/1/2015,0.0084903,23/1/2015,1.12038,23/1/2015,1.49889
26/1/2015,0.159936,26/1/2015,0.0084419,26/1/2015,1.12385,26/1/2015,1.50777
27/1/2015,0.160249,27/1/2015,0.008484,27/1/2015,1.1381,27/1/2015,1.5197
28/1/2015,0.1601,28/1/2015,0.0085075,28/1/2015,1.12875,28/1/2015,1.51389
29/1/2015,0.160028,29/1/2015,0.0084542,29/1/2015,1.132,29/1/2015,1.50672
30/1/2015,0.15989,30/1/2015,0.0085078,30/1/2015,1.12905,30/1/2015,1.506
2/2/2015,0.159778,2/2/2015,0.0085014,2/2/2015,1.13413,2/2/2015,1.5039
3/2/2015,0.159737,3/2/2015,0.0085067,3/2/2015,1.14806,3/2/2015,1.51661
4/2/2015,0.160056,4/2/2015,0.0085275,4/2/2015,1.13452,4/2/2015,1.51818
5/2/2015,0.159959,5/2/2015,0.0085086,5/2/2015,1.14772,5/2/2015,1.53283
6/2/2015,0.160136,6/2/2015,0.0083958,6/2/2015,1.13155,6/2/2015,1.52428
9/2/2015,0.15999,9/2/2015,0.0084294,9/2/2015,1.13247,9/2/2015,1.52154
10/2/2015,0.160254,10/2/2015,0.0083732,10/2/2015,1.1321,10/2/2015,1.52543
11/2/2015,0.160174,11/2/2015,0.0083014,11/2/2015,1.13355,11/2/2015,1.52385
12/2/2015,0.1601,12/2/2015,0.0083987,12/2/2015,1.14033,12/2/2015,1.53837
13/2/2015,0.160138,13/2/2015,0.0084166,13/2/2015,1.13939,13/2/2015,1.53951
16/2/2015,0.16002,16/2/2015,0.0084404,16/2/2015,1.13546,16/2/2015,1.5363
17/2/2015,0.159752,17/2/2015,0.0083846,17/2/2015,1.14112,17/2/2015,1.53537
18/2/2015,0.159839,18/2/2015,0.0084181,18/2/2015,1.13972,18/2/2015,1.54359
19/2/2015,0.159877,19/2/2015,0.0084073,19/2/2015,1.13681,19/2/2015,1.54145
20/2/2015,0.159885,20/2/2015,0.008403,20/2/2015,1.13808,20/2/2015,1.53986
23/2/2015,0.159824,23/2/2015,0.0084167,23/2/2015,1.13345,23/2/2015,1.54566
24/2/2015,0.159872,24/2/2015,0.0084049,24/2/2015,1.13402,24/2/2015,1.54541
25/2/2015,0.15975,25/2/2015,0.0084128,25/2/2015,1.13609,25/2/2015,1.55281
26/2/2015,0.15979,26/2/2015,0.0083741,26/2/2015,1.11979,26/2/2015,1.54065
27/2/2015,0.159579,27/2/2015,0.0083603,27/2/2015,1.1196,27/2/2015,1.5438
2/3/2015,0.159403,2/3/2015,0.0083243,2/3/2015,1.11838,2/3/2015,1.5366
3/3/2015,0.159312,3/3/2015,0.0083522,3/3/2015,1.11763,3/3/2015,1.53605
4/3/2015,0.159541,4/3/2015,0.0083548,4/3/2015,1.10784,4/3/2015,1.52651
5/3/2015,0.159676,5/3/2015,0.0083245,5/3/2015,1.103,5/3/2015,1.524
6/3/2015,0.159632,6/3/2015,0.0082766,6/3/2015,1.08435,6/3/2015,1.50373
9/3/2015,0.159716,9/3/2015,0.0082544,9/3/2015,1.08518,9/3/2015,1.51283
10/3/2015,0.159739,10/3/2015,0.0082554,10/3/2015,1.0698,10/3/2015,1.507
11/3/2015,0.159699,11/3/2015,0.0082333,11/3/2015,1.0547,11/3/2015,1.493
12/3/2015,0.159625,12/3/2015,0.0082451,12/3/2015,1.06349,12/3/2015,1.48828
13/3/2015,0.159765,13/3/2015,0.0082378,13/3/2015,1.0496,13/3/2015,1.47442
16/3/2015,0.159693,16/3/2015,0.0082415,16/3/2015,1.05678,16/3/2015,1.48285
17/3/2015,0.160003,17/3/2015,0.0082392,17/3/2015,1.05974,17/3/2015,1.47488
18/3/2015,0.160521,18/3/2015,0.0083248,18/3/2015,1.0864,18/3/2015,1.49785
19/3/2015,0.161436,19/3/2015,0.00828,19/3/2015,1.06598,19/3/2015,1.47528
20/3/2015,0.161171,20/3/2015,0.0083294,20/3/2015,1.0821,20/3/2015,1.49494
23/3/2015,0.160896,23/3/2015,0.0083526,23/3/2015,1.09455,23/3/2015,1.49525
24/3/2015,0.161108,24/3/2015,0.0083504,24/3/2015,1.09243,24/3/2015,1.48509
25/3/2015,0.160924,25/3/2015,0.0083688,25/3/2015,1.09698,25/3/2015,1.48804
26/3/2015,0.161054,26/3/2015,0.0083901,26/3/2015,1.08841,26/3/2015,1.48493
27/3/2015,0.160858,27/3/2015,0.0083943,27/3/2015,1.08888,27/3/2015,1.48788
30/3/2015,0.161105,30/3/2015,0.008328,30/3/2015,1.08334,30/3/2015,1.481
31/3/2015,0.161288,31/3/2015,0.0083239,31/3/2015,1.07315,31/3/2015,1.48175
1/4/2015,0.161413,1/4/2015,0.0083499,1/4/2015,1.07629,1/4/2015,1.48233
2/4/2015,0.161277,2/4/2015,0.0083526,2/4/2015,1.08799,2/4/2015,1.48285
3/4/2015,0.162694,3/4/2015,0.0084051,3/4/2015,1.09692,3/4/2015,1.49195
6/4/2015,0.162957,6/4/2015,0.0083653,6/4/2015,1.09219,6/4/2015,1.488
7/4/2015,0.161394,7/4/2015,0.0083148,7/4/2015,1.08143,7/4/2015,1.48081
8/4/2015,0.161218,8/4/2015,0.0083242,8/4/2015,1.07805,8/4/2015,1.48664
9/4/2015,0.161244,9/4/2015,0.0082936,9/4/2015,1.06595,9/4/2015,1.4713
10/4/2015,0.161059,10/4/2015,0.0083195,10/4/2015,1.06043,10/4/2015,1.46315
13/4/2015,0.160842,13/4/2015,0.0083247,13/4/2015,1.0567,13/4/2015,1.46755
14/4/2015,0.160989,14/4/2015,0.0083754,14/4/2015,1.06547,14/4/2015,1.47815
15/4/2015,0.161179,15/4/2015,0.0083936,15/4/2015,1.0684,15/4/2015,1.4842
16/4/2015,0.161314,16/4/2015,0.0084036,16/4/2015,1.07613,16/4/2015,1.4934
17/4/2015,0.161376,17/4/2015,0.0084083,17/4/2015,1.0806,17/4/2015,1.49621
20/4/2015,0.161306,20/4/2015,0.0083898,20/4/2015,1.07376,20/4/2015,1.49068
21/4/2015,0.161257,21/4/2015,0.0083564,21/4/2015,1.07357,21/4/2015,1.4926
22/4/2015,0.161431,22/4/2015,0.0083396,22/4/2015,1.07253,22/4/2015,1.50368
23/4/2015,0.16134,23/4/2015,0.0083625,23/4/2015,1.08241,23/4/2015,1.50573
24/4/2015,0.16146,24/4/2015,0.0084054,24/4/2015,1.08735,24/4/2015,1.51881
27/4/2015,0.160847,27/4/2015,0.0084004,27/4/2015,1.08912,27/4/2015,1.5238
28/4/2015,0.161205,28/4/2015,0.0084127,28/4/2015,1.09812,28/4/2015,1.53393
29/4/2015,0.161376,29/4/2015,0.0084018,29/4/2015,1.11285,29/4/2015,1.54377
30/4/2015,0.16127,30/4/2015,0.0083769,30/4/2015,1.12239,30/4/2015,1.53513
1/5/2015,0.160942,1/5/2015,0.0083199,1/5/2015,1.11985,1/5/2015,1.51478
4/5/2015,0.161051,4/5/2015,0.0083242,4/5/2015,1.11465,4/5/2015,1.51203
5/5/2015,0.161093,5/5/2015,0.0083429,5/5/2015,1.11854,5/5/2015,1.51819
6/5/2015,0.161257,6/5/2015,0.0083706,6/5/2015,1.13468,6/5/2015,1.52458
7/5/2015,0.161137,7/5/2015,0.0083513,7/5/2015,1.12666,7/5/2015,1.52455
8/5/2015,0.161129,8/5/2015,0.0083479,8/5/2015,1.11993,8/5/2015,1.54546
11/5/2015,0.161075,11/5/2015,0.0083275,11/5/2015,1.11551,11/5/2015,1.55857
12/5/2015,0.161064,12/5/2015,0.0083426,12/5/2015,1.12131,12/5/2015,1.56711
13/5/2015,0.161236,13/5/2015,0.0083926,13/5/2015,1.13543,13/5/2015,1.57445
14/5/2015,0.161251,14/5/2015,0.0083907,14/5/2015,1.14099,14/5/2015,1.57758
15/5/2015,0.161147,15/5/2015,0.0083824,15/5/2015,1.1451,15/5/2015,1.57273
18/5/2015,0.161172,18/5/2015,0.0083347,18/5/2015,1.13153,18/5/2015,1.56525
19/5/2015,0.161134,19/5/2015,0.0082858,19/5/2015,1.11497,19/5/2015,1.55129
20/5/2015,0.161251,20/5/2015,0.0082402,20/5/2015,1.10935,20/5/2015,1.55365
21/5/2015,0.16135,21/5/2015,0.0082627,21/5/2015,1.11123,21/5/2015,1.56621
22/5/2015,0.161358,22/5/2015,0.0082273,22/5/2015,1.10127,22/5/2015,1.549
25/5/2015,0.161236,25/5/2015,0.0082264,25/5/2015,1.09775,25/5/2015,1.54703
26/5/2015,0.161184,26/5/2015,0.0081223,26/5/2015,1.08731,26/5/2015,1.5385
27/5/2015,0.161311,27/5/2015,0.0080863,27/5/2015,1.09041,27/5/2015,1.53544
28/5/2015,0.161194,28/5/2015,0.0080674,28/5/2015,1.09485,28/5/2015,1.5316
29/5/2015,0.161335,29/5/2015,0.008055,29/5/2015,1.09863,29/5/2015,1.5291
1/6/2015,0.161272,1/6/2015,0.0080135,1/6/2015,1.09274,1/6/2015,1.5201
2/6/2015,0.16135,2/6/2015,0.0080574,2/6/2015,1.11511,2/6/2015,1.53435
3/6/2015,0.161332,3/6/2015,0.0080498,3/6/2015,1.12746,3/6/2015,1.53406
4/6/2015,0.161246,4/6/2015,0.0080409,4/6/2015,1.1238,4/6/2015,1.53645
5/6/2015,0.161249,5/6/2015,0.0079606,5/6/2015,1.11138,5/6/2015,1.527
8/6/2015,0.161155,8/6/2015,0.0080326,8/6/2015,1.12913,8/6/2015,1.53492
9/6/2015,0.161166,9/6/2015,0.0080418,9/6/2015,1.12826,9/6/2015,1.53853
10/6/2015,0.161116,10/6/2015,0.0081512,10/6/2015,1.13243,10/6/2015,1.55302
11/6/2015,0.161077,11/6/2015,0.0081022,11/6/2015,1.12578,11/6/2015,1.5517
12/6/2015,0.161114,12/6/2015,0.0081044,12/6/2015,1.1266,12/6/2015,1.5561
15/6/2015,0.161067,15/6/2015,0.0081037,15/6/2015,1.12835,15/6/2015,1.5601
16/6/2015,0.161049,16/6/2015,0.0081063,16/6/2015,1.12477,16/6/2015,1.56485
17/6/2015,0.161041,17/6/2015,0.0081019,17/6/2015,1.13375,17/6/2015,1.58326
18/6/2015,0.161057,18/6/2015,0.0081328,18/6/2015,1.13593,18/6/2015,1.58803
19/6/2015,0.161028,19/6/2015,0.0081516,19/6/2015,1.13522,19/6/2015,1.58826
22/6/2015,0.161018,22/6/2015,0.0081056,22/6/2015,1.13407,22/6/2015,1.58242
23/6/2015,0.16109,23/6/2015,0.0080684,23/6/2015,1.11672,23/6/2015,1.57295
24/6/2015,0.161137,24/6/2015,0.0080743,24/6/2015,1.12052,24/6/2015,1.5706
25/6/2015,0.161057,25/6/2015,0.0080888,25/6/2015,1.12048,25/6/2015,1.57467
26/6/2015,0.161054,26/6/2015,0.0080737,26/6/2015,1.11674,26/6/2015,1.5746
29/6/2015,0.161067,29/6/2015,0.0081602,29/6/2015,1.12359,29/6/2015,1.57375
30/6/2015,0.16108,30/6/2015,0.0081633,30/6/2015,1.1147,30/6/2015,1.5712
1/7/2015,0.161277,1/7/2015,0.0081186,1/7/2015,1.10533,1/7/2015,1.56175
2/7/2015,0.161202,2/7/2015,0.0081258,2/7/2015,1.10844,2/7/2015,1.56092
3/7/2015,0.161166,3/7/2015,0.0081414,3/7/2015,1.11141,3/7/2015,1.55704
6/7/2015,0.161067,6/7/2015,0.0081588,6/7/2015,1.10561,6/7/2015,1.5605
7/7/2015,0.161301,7/7/2015,0.0081611,7/7/2015,1.10114,7/7/2015,1.54615
8/7/2015,0.161064,8/7/2015,0.0082847,8/7/2015,1.10765,8/7/2015,1.5361
9/7/2015,0.160981,9/7/2015,0.0082416,9/7/2015,1.10364,9/7/2015,1.53803
10/7/2015,0.160992,10/7/2015,0.0081435,10/7/2015,1.11616,10/7/2015,1.5517
13/7/2015,0.161101,13/7/2015,0.0081013,13/7/2015,1.10023,13/7/2015,1.54868
14/7/2015,0.161046,14/7/2015,0.0081049,14/7/2015,1.1009,14/7/2015,1.56361
15/7/2015,0.16106,15/7/2015,0.0080779,15/7/2015,1.09495,15/7/2015,1.56394
16/7/2015,0.160989,16/7/2015,0.008055,16/7/2015,1.08751,16/7/2015,1.5609
17/7/2015,0.161005,17/7/2015,0.0080606,17/7/2015,1.08295,17/7/2015,1.56003
20/7/2015,0.160997,20/7/2015,0.0080469,20/7/2015,1.08252,20/7/2015,1.5564
21/7/2015,0.160999,21/7/2015,0.0080712,21/7/2015,1.09351,21/7/2015,1.55569
22/7/2015,0.161082,22/7/2015,0.0080667,22/7/2015,1.09289,22/7/2015,1.56129
23/7/2015,0.160942,23/7/2015,0.0080706,23/7/2015,1.09845,23/7/2015,1.55135
24/7/2015,0.16107,24/7/2015,0.0080767,24/7/2015,1.0984,24/7/2015,1.55081
27/7/2015,0.161059,27/7/2015,0.0081137,27/7/2015,1.10878,27/7/2015,1.5559
28/7/2015,0.161059,28/7/2015,0.0080935,28/7/2015,1.10599,28/7/2015,1.56125
29/7/2015,0.161298,29/7/2015,0.0080679,29/7/2015,1.09836,29/7/2015,1.56019
30/7/2015,0.161041,30/7/2015,0.0080552,30/7/2015,1.09324,30/7/2015,1.56019
31/7/2015,0.16109,31/7/2015,0.0080733,31/7/2015,1.0984,31/7/2015,1.56224
3/8/2015,0.161046,3/8/2015,0.0080622,3/8/2015,1.09501,3/8/2015,1.55865
4/8/2015,0.160971,4/8/2015,0.00804,4/8/2015,1.08813,4/8/2015,1.55635
5/8/2015,0.161002,5/8/2015,0.0080084,5/8/2015,1.09059,5/8/2015,1.56029
6/8/2015,0.161029,6/8/2015,0.008017,6/8/2015,1.0925,6/8/2015,1.55121
7/8/2015,0.161059,7/8/2015,0.0080495,7/8/2015,1.09665,7/8/2015,1.5491
10/8/2015,0.16102,10/8/2015,0.0080239,10/8/2015,1.1019,10/8/2015,1.55923
11/8/2015,0.15809,11/8/2015,0.0079928,11/8/2015,1.10421,11/8/2015,1.55721
12/8/2015,0.15659,12/8/2015,0.0080508,12/8/2015,1.11589,12/8/2015,1.56125
13/8/2015,0.156262,13/8/2015,0.008037,13/8/2015,1.11497,13/8/2015,1.56109
14/8/2015,0.156477,14/8/2015,0.0080436,14/8/2015,1.11093,14/8/2015,1.56415
17/8/2015,0.156345,17/8/2015,0.0080393,17/8/2015,1.10777,17/8/2015,1.55863
18/8/2015,0.156402,18/8/2015,0.0080384,18/8/2015,1.10237,18/8/2015,1.56608
19/8/2015,0.156306,19/8/2015,0.0080775,19/8/2015,1.11201,19/8/2015,1.56799
20/8/2015,0.156544,20/8/2015,0.0081029,20/8/2015,1.12415,20/8/2015,1.56896
21/8/2015,0.156568,21/8/2015,0.008193,21/8/2015,1.1386,21/8/2015,1.56945
24/8/2015,0.156152,24/8/2015,0.0084445,24/8/2015,1.16194,24/8/2015,1.57756
25/8/2015,0.155945,25/8/2015,0.0084121,25/8/2015,1.1517,25/8/2015,1.56874
26/8/2015,0.155967,26/8/2015,0.0083378,26/8/2015,1.13142,26/8/2015,1.54632
27/8/2015,0.156157,27/8/2015,0.0082624,27/8/2015,1.1246,27/8/2015,1.54027
28/8/2015,0.156563,28/8/2015,0.0082162,28/8/2015,1.11852,28/8/2015,1.5391
31/8/2015,0.156841,31/8/2015,0.008249,31/8/2015,1.12109,31/8/2015,1.53447
1/9/2015,0.157134,1/9/2015,0.0083774,1/9/2015,1.13146,1/9/2015,1.5304
2/9/2015,0.157339,2/9/2015,0.0083103,2/9/2015,1.12271,2/9/2015,1.52989
3/9/2015,0.157334,3/9/2015,0.0083291,3/9/2015,1.11235,3/9/2015,1.52575
4/9/2015,0.156983,4/9/2015,0.0084014,4/9/2015,1.11491,4/9/2015,1.517
7/9/2015,0.157015,7/9/2015,0.008384,7/9/2015,1.11701,7/9/2015,1.52765
8/9/2015,0.157052,8/9/2015,0.0083461,8/9/2015,1.12026,8/9/2015,1.53959
9/9/2015,0.156804,9/9/2015,0.0082966,9/9/2015,1.1207,9/9/2015,1.5368
10/9/2015,0.156563,10/9/2015,0.0082902,10/9/2015,1.12799,10/9/2015,1.54449
11/9/2015,0.15688,11/9/2015,0.008293,11/9/2015,1.13376,11/9/2015,1.54291
14/9/2015,0.157018,14/9/2015,0.0083172,14/9/2015,1.13167,14/9/2015,1.5427
15/9/2015,0.157008,15/9/2015,0.0083042,15/9/2015,1.12694,15/9/2015,1.53436
